customerNumber,customerName,productCode,productName,productLine,quantityOrdered,quantityInStock,warehouseCode,warehouseName,orderNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber,contactLastName,contactFirstName,addressLine1,city,state,postalCode,country
148,"Dragon Souveniers, Ltd.",S32_2509,1954 Greyhound Scenicruiser,Trucks and Buses,48,2874,d,South,10165,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,Natividad,Eric,Bronz Sok.,Singapore,NULL,79903,Singapore
148,"Dragon Souveniers, Ltd.",S32_3207,1950's Chicago Surface Lines Streetcar,Trains,44,8601,d,South,10165,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,Natividad,Eric,Bronz Sok.,Singapore,NULL,79903,Singapore
148,"Dragon Souveniers, Ltd.",S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,48,1016,d,South,10165,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,Natividad,Eric,Bronz Sok.,Singapore,NULL,79903,Singapore
148,"Dragon Souveniers, Ltd.",S50_1514,1962 City of Detroit Streetcar,Trains,38,1645,d,South,10165,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,148,Natividad,Eric,Bronz Sok.,Singapore,NULL,79903,Singapore
448,Scandinavian Gift Ideas,S10_4757,1972 Alfa Romeo GTA,Classic Cars,44,3252,b,East,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S18_1662,1980s Black Hawk Helicopter,Planes,43,5330,a,North,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S18_3029,1999 Yamaha Speed Boat,Ships,46,4259,d,South,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,34,2378,c,West,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S24_2011,18th century schooner,Ships,33,1898,d,South,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S24_2841,1900s Vintage Bi-Plane,Planes,21,5942,a,North,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,20,9173,c,West,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S24_3420,1937 Horch 930V Limousine,Vintage Cars,32,2902,c,West,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,29,6621,c,West,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S700_1138,The Schooner Bluenose,Ships,43,1897,d,South,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S700_2047,HMS Bounty,Ships,29,3501,d,South,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S700_2610,The USS Constitution Ship,Ships,46,7083,d,South,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S700_3505,The Titanic,Ships,24,1956,d,South,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S700_3962,The Queen Mary,Ships,28,5088,d,South,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S72_1253,Boeing X-32A JSF,Planes,40,4857,a,North,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
448,Scandinavian Gift Ideas,S72_3212,Pont Yacht,Ships,38,414,d,South,10167,2003-10-23,2003-10-30,NULL,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,448,Larsson,Martha,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
161,Technics Stores Inc.,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,36,7933,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,27,6625,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,20,5582,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S18_2581,P-51-D Mustang,Planes,21,992,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,46,4357,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S24_1578,1997 BMW R 1100 S,Motorcycles,50,7003,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S24_1785,1928 British Royal Navy Airplane,Planes,49,3627,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,29,15,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S24_3949,Corsair F4U ( Bird Cage),Planes,27,6812,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S24_4278,1900s Vintage Tri-Plane,Planes,48,2756,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S32_1374,1997 BMW F650 ST,Motorcycles,28,178,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,31,136,c,West,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,48,7062,c,West,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S700_1691,American Airlines: B767-300,Planes,28,5841,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S700_2466,America West Airlines B757-200,Planes,31,9653,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S700_2834,ATA: B757-300,Planes,36,7106,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S700_3167,F/A 18 Hornet 1/72,Planes,48,551,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
161,Technics Stores Inc.,S700_4002,American Airlines: MD-11S,Planes,39,8820,a,North,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,NULL,161,Hashimoto,Juri,9408 Furth Circle,Burlingame,CA,94217,USA
276,"Anna's Decorations, Ltd",S12_1099,1968 Ford Mustang,Classic Cars,30,68,b,East,10169,2003-11-04,2003-11-14,2003-11-09,Shipped,NULL,276,O'Hara,Anna,201 Miller Street,North Sydney,NSW,2060,Australia
276,"Anna's Decorations, Ltd",S12_2823,2002 Suzuki XREO,Motorcycles,35,9997,a,North,10169,2003-11-04,2003-11-14,2003-11-09,Shipped,NULL,276,O'Hara,Anna,201 Miller Street,North Sydney,NSW,2060,Australia
276,"Anna's Decorations, Ltd",S12_3990,1970 Plymouth Hemi Cuda,Classic Cars,36,5663,b,East,10169,2003-11-04,2003-11-14,2003-11-09,Shipped,NULL,276,O'Hara,Anna,201 Miller Street,North Sydney,NSW,2060,Australia
276,"Anna's Decorations, Ltd",S18_3278,1969 Dodge Super Bee,Classic Cars,32,1917,b,East,10169,2003-11-04,2003-11-14,2003-11-09,Shipped,NULL,276,O'Hara,Anna,201 Miller Street,North Sydney,NSW,2060,Australia
276,"Anna's Decorations, Ltd",S18_3482,1976 Ford Gran Torino,Classic Cars,36,9127,b,East,10169,2003-11-04,2003-11-14,2003-11-09,Shipped,NULL,276,O'Hara,Anna,201 Miller Street,North Sydney,NSW,2060,Australia
276,"Anna's Decorations, Ltd",S18_3782,1957 Vespa GS150,Motorcycles,38,7689,a,North,10169,2003-11-04,2003-11-14,2003-11-09,Shipped,NULL,276,O'Hara,Anna,201 Miller Street,North Sydney,NSW,2060,Australia
276,"Anna's Decorations, Ltd",S18_4721,1957 Corvette Convertible,Classic Cars,33,1249,b,East,10169,2003-11-04,2003-11-14,2003-11-09,Shipped,NULL,276,O'Hara,Anna,201 Miller Street,North Sydney,NSW,2060,Australia
276,"Anna's Decorations, Ltd",S24_2360,1982 Ducati 900 Monster,Motorcycles,38,6840,a,North,10169,2003-11-04,2003-11-14,2003-11-09,Shipped,NULL,276,O'Hara,Anna,201 Miller Street,North Sydney,NSW,2060,Australia
276,"Anna's Decorations, Ltd",S24_3371,1971 Alpine Renault 1600s,Classic Cars,34,7995,b,East,10169,2003-11-04,2003-11-14,2003-11-09,Shipped,NULL,276,O'Hara,Anna,201 Miller Street,North Sydney,NSW,2060,Australia
276,"Anna's Decorations, Ltd",S24_4620,1961 Chevrolet Impala,Classic Cars,24,7869,b,East,10169,2003-11-04,2003-11-14,2003-11-09,Shipped,NULL,276,O'Hara,Anna,201 Miller Street,North Sydney,NSW,2060,Australia
276,"Anna's Decorations, Ltd",S32_2206,1982 Ducati 996 R,Motorcycles,26,9241,a,North,10169,2003-11-04,2003-11-14,2003-11-09,Shipped,NULL,276,O'Hara,Anna,201 Miller Street,North Sydney,NSW,2060,Australia
276,"Anna's Decorations, Ltd",S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,34,3341,a,North,10169,2003-11-04,2003-11-14,2003-11-09,Shipped,NULL,276,O'Hara,Anna,201 Miller Street,North Sydney,NSW,2060,Australia
276,"Anna's Decorations, Ltd",S50_4713,2002 Yamaha YZR M1,Motorcycles,48,600,a,North,10169,2003-11-04,2003-11-14,2003-11-09,Shipped,NULL,276,O'Hara,Anna,201 Miller Street,North Sydney,NSW,2060,Australia
452,Mini Auto Werke,S12_3380,1968 Dodge Charger,Classic Cars,47,9123,b,East,10170,2003-11-04,2003-11-12,2003-11-07,Shipped,NULL,452,Mendel,Roland ,Kirchgasse 6,Graz,NULL,8010,Austria
452,Mini Auto Werke,S12_4675,1969 Dodge Charger,Classic Cars,41,7323,b,East,10170,2003-11-04,2003-11-12,2003-11-07,Shipped,NULL,452,Mendel,Roland ,Kirchgasse 6,Graz,NULL,8010,Austria
452,Mini Auto Werke,S18_1889,1948 Porsche 356-A Roadster,Classic Cars,20,8826,b,East,10170,2003-11-04,2003-11-12,2003-11-07,Shipped,NULL,452,Mendel,Roland ,Kirchgasse 6,Graz,NULL,8010,Austria
452,Mini Auto Werke,S24_3856,1956 Porsche 356A Coupe,Classic Cars,34,6600,b,East,10170,2003-11-04,2003-11-12,2003-11-07,Shipped,NULL,452,Mendel,Roland ,Kirchgasse 6,Graz,NULL,8010,Austria
233,Québec Home Shopping Network,S18_1129,1993 Mazda RX-7,Classic Cars,35,3975,b,East,10171,2003-11-05,2003-11-13,2003-11-07,Shipped,NULL,233,Fresnière,Jean ,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
233,Québec Home Shopping Network,S18_1984,1995 Honda Civic,Classic Cars,35,9772,b,East,10171,2003-11-05,2003-11-13,2003-11-07,Shipped,NULL,233,Fresnière,Jean ,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
233,Québec Home Shopping Network,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,39,8347,b,East,10171,2003-11-05,2003-11-13,2003-11-07,Shipped,NULL,233,Fresnière,Jean ,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
233,Québec Home Shopping Network,S24_2972,1982 Lamborghini Diablo,Classic Cars,36,7723,b,East,10171,2003-11-05,2003-11-13,2003-11-07,Shipped,NULL,233,Fresnière,Jean ,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
175,Gift Depot Inc.,S18_1589,1965 Aston Martin DB5,Classic Cars,42,9042,b,East,10172,2003-11-05,2003-11-14,2003-11-11,Shipped,NULL,175,King,Julie,25593 South Bay Ln.,Bridgewater,CT,97562,USA
175,Gift Depot Inc.,S18_2870,1999 Indy 500 Monte Carlo SS,Classic Cars,39,8164,b,East,10172,2003-11-05,2003-11-14,2003-11-11,Shipped,NULL,175,King,Julie,25593 South Bay Ln.,Bridgewater,CT,97562,USA
175,Gift Depot Inc.,S18_3685,1948 Porsche Type 356 Roadster,Classic Cars,48,8990,b,East,10172,2003-11-05,2003-11-14,2003-11-11,Shipped,NULL,175,King,Julie,25593 South Bay Ln.,Bridgewater,CT,97562,USA
175,Gift Depot Inc.,S24_1046,1970 Chevy Chevelle SS 454,Classic Cars,32,1005,b,East,10172,2003-11-05,2003-11-14,2003-11-11,Shipped,NULL,175,King,Julie,25593 South Bay Ln.,Bridgewater,CT,97562,USA
175,Gift Depot Inc.,S24_1628,1966 Shelby Cobra 427 S/C,Classic Cars,34,8197,b,East,10172,2003-11-05,2003-11-14,2003-11-11,Shipped,NULL,175,King,Julie,25593 South Bay Ln.,Bridgewater,CT,97562,USA
175,Gift Depot Inc.,S24_2766,1949 Jaguar XK 120,Classic Cars,22,2350,b,East,10172,2003-11-05,2003-11-14,2003-11-11,Shipped,NULL,175,King,Julie,25593 South Bay Ln.,Bridgewater,CT,97562,USA
175,Gift Depot Inc.,S24_3191,1969 Chevrolet Camaro Z28,Classic Cars,24,4695,b,East,10172,2003-11-05,2003-11-14,2003-11-11,Shipped,NULL,175,King,Julie,25593 South Bay Ln.,Bridgewater,CT,97562,USA
175,Gift Depot Inc.,S24_3432,2002 Chevy Corvette,Classic Cars,22,9446,b,East,10172,2003-11-05,2003-11-14,2003-11-11,Shipped,NULL,175,King,Julie,25593 South Bay Ln.,Bridgewater,CT,97562,USA
278,Rovelli Gifts,S18_1342,1937 Lincoln Berline,Vintage Cars,43,8693,c,West,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
278,Rovelli Gifts,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,48,8635,c,West,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
278,Rovelli Gifts,S18_1749,1917 Grand Touring Sedan,Vintage Cars,24,2724,c,West,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
278,Rovelli Gifts,S18_2248,1911 Ford Town Car,Vintage Cars,26,540,c,West,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
278,Rovelli Gifts,S18_2325,1932 Model A Ford J-Coupe,Vintage Cars,31,9354,c,West,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
278,Rovelli Gifts,S18_2795,1928 Mercedes-Benz SSK,Vintage Cars,22,548,c,West,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
278,Rovelli Gifts,S18_2957,1934 Ford V8 Coupe,Vintage Cars,28,5649,c,West,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
278,Rovelli Gifts,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,31,5992,c,West,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
278,Rovelli Gifts,S18_3320,1917 Maxwell Touring Car,Vintage Cars,29,7913,c,West,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
278,Rovelli Gifts,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,21,6553,c,West,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
278,Rovelli Gifts,S18_4933,1957 Ford Thunderbird,Classic Cars,39,3209,b,East,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
278,Rovelli Gifts,S24_1937,1939 Chevrolet Deluxe Coupe,Vintage Cars,31,7332,c,West,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
278,Rovelli Gifts,S24_2022,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,27,2847,c,West,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
278,Rovelli Gifts,S24_2887,1952 Citroen-15CV,Classic Cars,23,1452,b,East,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
278,Rovelli Gifts,S24_3969,1936 Mercedes Benz 500k Roadster,Vintage Cars,35,2081,c,West,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
278,Rovelli Gifts,S24_4258,1936 Chrysler Airflow,Vintage Cars,22,4710,c,West,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",278,Rovelli,Giovanni ,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
333,"Australian Gift Network, Co",S10_1949,1952 Alpine Renault 1300,Classic Cars,34,7305,b,East,10174,2003-11-06,2003-11-15,2003-11-10,Shipped,NULL,333,Calaghan,Ben,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia
333,"Australian Gift Network, Co",S12_1666,1958 Setra Bus,Trucks and Buses,43,1579,d,South,10174,2003-11-06,2003-11-15,2003-11-10,Shipped,NULL,333,Calaghan,Ben,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia
333,"Australian Gift Network, Co",S18_1097,1940 Ford Pickup Truck,Trucks and Buses,48,2613,d,South,10174,2003-11-06,2003-11-15,2003-11-10,Shipped,NULL,333,Calaghan,Ben,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia
333,"Australian Gift Network, Co",S18_2949,1913 Ford Model T Speedster,Vintage Cars,46,4189,c,West,10174,2003-11-06,2003-11-15,2003-11-10,Shipped,NULL,333,Calaghan,Ben,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia
333,"Australian Gift Network, Co",S18_4668,1939 Cadillac Limousine,Vintage Cars,49,6645,c,West,10174,2003-11-06,2003-11-15,2003-11-10,Shipped,NULL,333,Calaghan,Ben,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia
324,"Stylish Desk Decors, Co.",S10_4962,1962 LanciaA Delta 16V,Classic Cars,33,6791,b,East,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,NULL,324,Brown,Ann ,35 King George,London,NULL,WX3 6FW,UK
324,"Stylish Desk Decors, Co.",S12_4473,1957 Chevy Pickup,Trucks and Buses,26,6125,d,South,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,NULL,324,Brown,Ann ,35 King George,London,NULL,WX3 6FW,UK
324,"Stylish Desk Decors, Co.",S18_2319,1964 Mercedes Tour Bus,Trucks and Buses,48,8258,d,South,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,NULL,324,Brown,Ann ,35 King George,London,NULL,WX3 6FW,UK
324,"Stylish Desk Decors, Co.",S18_2432,1926 Ford Fire Engine,Trucks and Buses,41,2018,d,South,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,NULL,324,Brown,Ann ,35 King George,London,NULL,WX3 6FW,UK
324,"Stylish Desk Decors, Co.",S18_3232,1992 Ferrari 360 Spider red,Classic Cars,29,8347,b,East,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,NULL,324,Brown,Ann ,35 King George,London,NULL,WX3 6FW,UK
324,"Stylish Desk Decors, Co.",S18_4600,1940s Ford truck,Trucks and Buses,47,3128,d,South,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,NULL,324,Brown,Ann ,35 King George,London,NULL,WX3 6FW,UK
324,"Stylish Desk Decors, Co.",S24_2300,1962 Volkswagen Microbus,Trucks and Buses,28,2327,d,South,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,NULL,324,Brown,Ann ,35 King George,London,NULL,WX3 6FW,UK
324,"Stylish Desk Decors, Co.",S24_2840,1958 Chevy Corvette Limited Edition,Classic Cars,37,2542,b,East,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,NULL,324,Brown,Ann ,35 King George,London,NULL,WX3 6FW,UK
324,"Stylish Desk Decors, Co.",S32_1268,1980’s GM Manhattan Express,Trucks and Buses,22,5099,d,South,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,NULL,324,Brown,Ann ,35 King George,London,NULL,WX3 6FW,UK
324,"Stylish Desk Decors, Co.",S32_2509,1954 Greyhound Scenicruiser,Trucks and Buses,50,2874,d,South,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,NULL,324,Brown,Ann ,35 King George,London,NULL,WX3 6FW,UK
